state_alpha,county_name,county_ansi,state_fips_code,year,"AG SERVICES, CUSTOMWORK - EXPENSE, MEASURED IN $","AG SERVICES, MACHINERY RENTAL - EXPENSE, MEASURED IN $","AG SERVICES, OTHER - EXPENSE, MEASURED IN $","AG SERVICES, UTILITIES - EXPENSE, MEASURED IN $","ANIMAL TOTALS - EXPENSE, MEASURED IN $","ANIMAL TOTALS, BREEDING - EXPENSE, MEASURED IN $","CHEMICAL TOTALS - EXPENSE, MEASURED IN $","DEPRECIATION - EXPENSE, MEASURED IN $","EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $","FEED - EXPENSE, MEASURED IN $","FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - EXPENSE, MEASURED IN $","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","INTEREST - EXPENSE, MEASURED IN $","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","LABOR, CONTRACT - EXPENSE, MEASURED IN $","LABOR, HIRED - EXPENSE, MEASURED IN $","LABOR, HIRED, GE 150 DAYS - EXPENSE, MEASURED IN $","LABOR, HIRED, LT 150 DAYS - EXPENSE, MEASURED IN $","RENT, CASH, LAND & BUILDINGS - EXPENSE, MEASURED IN $","SEEDS & PLANTS TOTALS - EXPENSE, MEASURED IN $","SUPPLIES & REPAIRS, (EXCL LUBRICANTS) - EXPENSE, MEASURED IN $","TAXES, PROPERTY, REAL ESTATE & NON-REAL ESTATE, (EXCL PAID BY LANDLORD) - EXPENSE, MEASURED IN $","ANIMAL TOTALS, (EXCL BREEDING) - EXPENSE, MEASURED IN $"
AL,RANDOLPH,111,01,2012,801000,20000,1262000,1969000,12990000,3351000,443000,4029000,96555000,65718000,1842000,2646000,2740000,268000,2471000,257000,1627000,477000,612000,766000,248000,2497000,729000,9639000
AL,RUSSELL,113,01,2007,122000,385000,681000,428000,212000,72000,938000,1241000,12266000,687000,1178000,1163000,725000,179000,547000,188000,3176000,NA,110000,199000,403000,1399000,379000,140000
AL,RUSSELL,113,01,2012,421000,227000,705000,533000,1144000,169000,1662000,1882000,21927000,4869000,1995000,1957000,1066000,197000,869000,113000,3093000,577000,202000,518000,1100000,2057000,467000,974000
AL,SAINT CLAIR,115,01,2007,63000,59000,4276000,1160000,6248000,309000,696000,3061000,49896000,26709000,1159000,1956000,1340000,227000,1113000,590000,1573000,219000,274000,380000,434000,2672000,581000,5940000
AL,SAINT CLAIR,115,01,2012,647000,16000,1446000,1107000,6249000,311000,889000,3649000,53191000,30819000,1228000,1676000,1321000,396000,925000,1451000,2656000,908000,1230000,399000,1154000,1460000,673000,5938000
AL,SHELBY,117,01,2007,52000,125000,1066000,398000,390000,235000,395000,1468000,12978000,1766000,1015000,1099000,974000,220000,754000,168000,2539000,387000,152000,423000,674000,1459000,436000,155000
AL,SHELBY,117,01,2012,152000,NA,890000,559000,NA,NA,765000,1956000,13137000,1916000,1222000,935000,881000,353000,528000,198000,2586000,932000,165000,476000,585000,1060000,466000,NA
AL,SUMTER,119,01,2007,177000,32000,868000,501000,4337000,564000,151000,1669000,17829000,5537000,799000,1011000,1026000,258000,767000,65000,1149000,541000,161000,326000,139000,1311000,401000,3772000
AL,SUMTER,119,01,2012,264000,23000,1355000,725000,4393000,998000,385000,2310000,32276000,13151000,1071000,1545000,1097000,172000,924000,291000,2425000,1026000,475000,2209000,410000,2133000,799000,3395000
AL,TALLADEGA,121,01,2007,181000,228000,1519000,633000,6435000,620000,984000,2782000,29232000,6778000,2838000,1678000,1160000,172000,988000,268000,1971000,945000,196000,498000,1302000,2131000,629000,5814000
AL,TALLADEGA,121,01,2012,477000,563000,1480000,853000,4045000,467000,1324000,2795000,33682000,10933000,3520000,1619000,1187000,320000,868000,294000,2601000,909000,469000,933000,1649000,1717000,489000,3578000
AL,TALLAPOOSA,123,01,2007,116000,12000,589000,224000,562000,182000,179000,1504000,7945000,2695000,551000,598000,566000,98000,468000,129000,330000,157000,52000,110000,158000,835000,291000,381000
AL,TALLAPOOSA,123,01,2012,239000,8000,334000,328000,880000,180000,365000,1171000,10626000,4199000,659000,690000,765000,82000,683000,129000,376000,105000,151000,263000,492000,592000,307000,700000
AL,TUSCALOOSA,125,01,2007,127000,94000,1764000,731000,2130000,405000,417000,2452000,24880000,9120000,1544000,1828000,1324000,217000,1107000,210000,1594000,467000,208000,771000,872000,1865000,490000,1725000
AL,TUSCALOOSA,125,01,2012,208000,77000,871000,743000,2363000,703000,527000,1700000,25284000,11287000,1791000,1326000,926000,119000,807000,109000,1666000,1089000,380000,615000,1141000,1211000,423000,1661000
AL,WALKER,127,01,2007,100000,70000,3943000,1167000,8443000,386000,136000,2186000,44835000,23500000,632000,1925000,919000,196000,722000,153000,1493000,434000,96000,159000,121000,1680000,395000,8056000
AL,WALKER,127,01,2012,340000,32000,1254000,728000,3657000,484000,219000,2130000,28914000,17860000,666000,1011000,621000,130000,491000,228000,680000,290000,207000,195000,214000,873000,338000,3173000
AL,WASHINGTON,129,01,2007,56000,38000,2091000,854000,5551000,1115000,416000,2025000,27642000,11481000,1070000,1064000,1007000,104000,903000,153000,1284000,167000,124000,356000,250000,1652000,317000,4436000
AL,WASHINGTON,129,01,2012,273000,36000,1019000,1651000,3098000,961000,934000,1994000,26914000,12088000,1319000,1188000,977000,188000,790000,275000,417000,107000,185000,450000,593000,2234000,361000,2137000
AL,WILCOX,131,01,2007,161000,28000,418000,183000,787000,150000,299000,1734000,9427000,1526000,1003000,1018000,842000,174000,668000,108000,586000,174000,90000,378000,407000,1182000,501000,637000
AL,WILCOX,131,01,2012,121000,30000,527000,314000,479000,222000,239000,1196000,8821000,1634000,744000,925000,892000,101000,791000,48000,966000,518000,230000,297000,316000,863000,425000,257000
AL,WINSTON,133,01,2007,63000,15000,4805000,1610000,8480000,984000,143000,2351000,55048000,30659000,971000,2375000,1145000,251000,895000,188000,1110000,NA,230000,309000,89000,2781000,304000,7495000
AL,WINSTON,133,01,2012,416000,24000,1388000,1071000,6273000,1074000,175000,1640000,45234000,29283000,834000,1535000,1077000,146000,931000,181000,1015000,102000,NA,214000,130000,1315000,303000,5199000
AR,ARKANSAS,001,05,2007,1532000,2104000,4960000,5363000,80000,44000,16180000,8515000,126887000,229000,27586000,14739000,5718000,3156000,2562000,486000,8256000,3505000,342000,13226000,14498000,10620000,1311000,36000
AR,ARKANSAS,001,05,2012,2541000,4436000,8436000,9260000,184000,NA,26086000,13225000,196558000,373000,46333000,21752000,6182000,3901000,2281000,915000,13122000,4549000,1004000,15027000,24473000,15806000,1632000,NA
AR,ASHLEY,003,05,2007,1322000,1096000,3608000,1905000,612000,314000,9525000,3064000,51673000,2837000,7211000,4721000,2022000,912000,1110000,1167000,4635000,1678000,160000,1509000,5326000,3569000,608000,298000
AR,ASHLEY,003,05,2012,2337000,834000,2759000,2391000,602000,147000,9861000,3911000,60123000,4144000,10510000,4081000,1931000,743000,1187000,417000,6068000,1350000,200000,2196000,8131000,3296000,565000,455000
AR,BAXTER,005,05,2007,32000,24000,734000,279000,4571000,751000,136000,1150000,17553000,5382000,732000,998000,1276000,225000,1052000,242000,905000,NA,98000,279000,93000,1304000,564000,3819000
AR,BAXTER,005,05,2012,123000,26000,835000,404000,5623000,574000,208000,1587000,24247000,10075000,744000,1049000,1517000,248000,1269000,179000,1102000,631000,432000,256000,222000,1135000,745000,5050000
AR,BENTON,007,05,2007,1324000,860000,31181000,8025000,78099000,3317000,1141000,16907000,367343000,188385000,2904000,12290000,10745000,1920000,8825000,1803000,11086000,6262000,894000,2658000,739000,11457000,4648000,74782000
AR,BENTON,007,05,2012,5424000,1240000,10326000,8103000,90161000,7954000,1413000,22748000,457082000,278372000,4316000,11104000,13221000,2000000,11221000,2059000,12345000,6174000,1479000,2460000,1432000,10184000,4922000,82207000
AR,BOONE,009,05,2007,356000,114000,6953000,1680000,18631000,1779000,379000,8470000,105524000,56673000,1943000,4283000,5314000,1234000,4080000,478000,1960000,995000,444000,1244000,119000,3812000,1587000,16851000
AR,BOONE,009,05,2012,1116000,108000,3488000,1955000,22304000,3320000,496000,7996000,125588000,74936000,1913000,4346000,4536000,853000,3683000,680000,2319000,1030000,877000,1480000,460000,3773000,1677000,18984000
AR,BRADLEY,011,05,2007,22000,9000,2026000,481000,5387000,147000,180000,1400000,25896000,12446000,349000,806000,935000,149000,786000,489000,1365000,128000,168000,60000,83000,949000,307000,5240000
AR,BRADLEY,011,05,2012,153000,5000,456000,686000,3721000,1597000,207000,1368000,30919000,20420000,450000,951000,816000,56000,760000,NA,1090000,351000,NA,113000,NA,1040000,258000,2123000
AR,CALHOUN,013,05,2007,5000,NA,220000,94000,778000,35000,25000,290000,2991000,936000,106000,177000,169000,26000,142000,NA,NA,NA,32000,24000,20000,254000,62000,743000
AR,CALHOUN,013,05,2012,6000,2000,59000,144000,693000,689000,48000,229000,6151000,4193000,71000,174000,212000,NA,NA,NA,137000,80000,57000,43000,NA,181000,110000,5000
AR,CARROLL,015,05,2007,563000,135000,12379000,3424000,45831000,2028000,355000,10706000,202740000,108938000,1380000,5908000,5508000,883000,4625000,378000,4744000,2380000,415000,2416000,177000,8832000,1771000,43803000
AR,CARROLL,015,05,2012,3422000,241000,10022000,5069000,54492000,2620000,792000,12418000,289327000,179142000,1830000,7054000,6810000,974000,5835000,1126000,7124000,4356000,659000,2407000,521000,7011000,2265000,51872000
AR,CHICOT,017,05,2007,1943000,1041000,5430000,5144000,923000,79000,12824000,7057000,105353000,18084000,10091000,9326000,4413000,2254000,2159000,1385000,10232000,3261000,950000,5638000,10115000,7418000,1346000,843000
AR,CHICOT,017,05,2012,2279000,1705000,8032000,3132000,368000,31000,20047000,8909000,132599000,6061000,16609000,13758000,5202000,2174000,3028000,708000,11885000,5056000,328000,12639000,20999000,7526000,1649000,337000
AR,CLARK,019,05,2007,78000,18000,958000,370000,3068000,364000,141000,1505000,15299000,5366000,616000,945000,782000,142000,640000,207000,583000,298000,90000,165000,249000,1351000,404000,2704000
AR,CLARK,019,05,2012,112000,140000,396000,421000,1830000,1405000,447000,1368000,16759000,8128000,625000,1034000,676000,113000,563000,180000,522000,213000,101000,381000,336000,1072000,460000,425000
AR,CLAY,021,05,2007,1747000,2109000,5991000,1833000,238000,138000,11485000,6996000,96419000,758000,20352000,13488000,4773000,2344000,2429000,273000,6990000,1957000,246000,3528000,12605000,8385000,1863000,99000
AR,CLAY,021,05,2012,3150000,3000000,7398000,3440000,499000,442000,20751000,10749000,147269000,2170000,31706000,20154000,6222000,2457000,3765000,376000,9208000,3646000,237000,5058000,21368000,11057000,1712000,57000
AR,CLEBURNE,023,05,2007,239000,5000,4331000,1300000,6268000,464000,178000,3714000,46301000,22934000,992000,2089000,1893000,520000,1374000,261000,2112000,745000,165000,490000,77000,2285000,845000,5804000
AR,CLEBURNE,023,05,2012,598000,16000,1282000,1388000,4934000,1164000,234000,2937000,47171000,25666000,1308000,1906000,1857000,362000,1495000,499000,2871000,1349000,286000,1027000,341000,2192000,1053000,3770000
AR,CLEVELAND,025,05,2007,52000,78000,11621000,1661000,24258000,604000,189000,3239000,123426000,76017000,188000,2919000,2020000,521000,1499000,208000,1346000,NA,181000,192000,23000,2167000,487000,23654000
AR,CLEVELAND,025,05,2012,869000,NA,1527000,2575000,13150000,1475000,166000,5006000,85354000,59795000,91000,1662000,1505000,207000,1298000,226000,843000,257000,173000,102000,NA,2356000,418000,11675000
AR,COLUMBIA,027,05,2007,36000,NA,3669000,1133000,5246000,255000,166000,1426000,37503000,18148000,588000,1187000,842000,283000,560000,149000,2919000,NA,210000,201000,NA,1284000,339000,4991000
AR,COLUMBIA,027,05,2012,337000,15000,820000,1022000,4449000,1074000,124000,2339000,35349000,21687000,443000,781000,1157000,183000,974000,268000,1657000,301000,144000,277000,847000,1019000,446000,3375000
AR,CONWAY,029,05,2007,428000,53000,9021000,2766000,19368000,1367000,930000,7987000,112318000,57829000,2191000,3837000,3387000,813000,2574000,511000,2571000,1692000,198000,1116000,1084000,6011000,1214000,18000000
AR,CONWAY,029,05,2012,2243000,164000,3683000,2696000,23408000,1987000,1471000,7627000,137761000,77939000,3847000,5278000,3144000,625000,2519000,1540000,2712000,1061000,582000,1783000,2254000,4194000,1405000,21421000
AR,CRAIGHEAD,031,05,2007,1816000,1462000,6964000,2772000,330000,241000,16351000,10764000,108552000,976000,20124000,13164000,4724000,2894000,1830000,567000,7252000,3052000,568000,5749000,15864000,8609000,1826000,89000
AR,CRAIGHEAD,031,05,2012,2709000,1939000,7378000,3542000,490000,385000,24984000,12525000,151896000,1094000,31583000,18410000,5540000,3351000,2190000,967000,8831000,3912000,402000,5982000,26392000,10212000,1842000,105000
AR,CRAWFORD,033,05,2007,262000,137000,4006000,1544000,13594000,462000,402000,4362000,54281000,18660000,1214000,2472000,2408000,427000,1981000,400000,3029000,1368000,121000,880000,1090000,3188000,995000,13132000
AR,CRAWFORD,033,05,2012,910000,186000,2128000,1445000,11542000,1093000,981000,3851000,55214000,17917000,1323000,3057000,2131000,439000,1692000,566000,5174000,805000,440000,1292000,1806000,3574000,1183000,10449000
AR,CRITTENDEN,035,05,2007,3568000,965000,4181000,1687000,26000,14000,14066000,7478000,88292000,72000,12373000,9215000,3082000,2007000,1075000,329000,7011000,2803000,281000,13486000,11241000,6024000,966000,12000
AR,CRITTENDEN,035,05,2012,6561000,2665000,6084000,2559000,22000,14000,24192000,10830000,142155000,146000,15887000,18206000,4732000,3426000,1306000,1444000,8466000,2730000,216000,16109000,23370000,10455000,1258000,8000
AR,CROSS,037,05,2007,2723000,4510000,5261000,3242000,183000,NA,12253000,8117000,100159000,188000,15855000,12238000,4756000,3269000,1487000,1173000,7396000,3104000,303000,11191000,9393000,8575000,1221000,NA
AR,CROSS,037,05,2012,5846000,5269000,9581000,6265000,234000,218000,20250000,9434000,144989000,226000,22587000,15452000,4171000,2585000,1587000,1007000,8565000,2270000,435000,15051000,17979000,11319000,1186000,16000
AR,DALLAS,039,05,2007,5000,NA,52000,76000,112000,94000,11000,286000,1387000,262000,78000,191000,135000,37000,98000,NA,NA,NA,10000,18000,4000,153000,86000,19000
AR,DALLAS,039,05,2012,8000,1000,69000,55000,101000,85000,13000,313000,1442000,341000,62000,274000,105000,NA,NA,21000,90000,NA,NA,28000,10000,166000,97000,16000
AR,DESHA,041,05,2007,1911000,1484000,6966000,2212000,171000,NA,18183000,8226000,106967000,1368000,18907000,12265000,4011000,2528000,1483000,1138000,9103000,3393000,284000,5189000,13812000,8974000,1273000,NA
AR,DESHA,041,05,2012,2222000,1080000,7064000,3335000,NA,NA,19350000,10360000,116003000,NA,19285000,13090000,3286000,1698000,1587000,NA,11223000,2404000,516000,4771000,18561000,7333000,1283000,NA
AR,DREW,043,05,2007,275000,40000,2802000,882000,3354000,156000,4229000,3123000,43386000,9757000,4954000,3919000,1602000,949000,653000,623000,2803000,847000,389000,1191000,3409000,2898000,649000,3198000
AR,DREW,043,05,2012,788000,808000,3241000,1180000,5201000,1277000,5100000,3783000,56841000,9499000,8268000,4871000,1688000,834000,854000,380000,3360000,1050000,88000,2660000,5951000,3086000,760000,3924000
AR,FAULKNER,045,05,2007,241000,122000,1460000,817000,1160000,577000,510000,4362000,24012000,4777000,2244000,2459000,2662000,539000,2124000,308000,1676000,408000,339000,632000,836000,2822000,1285000,583000
AR,FAULKNER,045,05,2012,456000,243000,1910000,1100000,1872000,927000,769000,3968000,31649000,8008000,2210000,2748000,2631000,632000,1999000,469000,1874000,835000,537000,1102000,1421000,3142000,1695000,945000
AR,FRANKLIN,047,05,2007,702000,NA,5419000,2250000,15160000,763000,302000,6186000,90116000,50972000,1172000,3304000,3364000,694000,2671000,NA,1840000,862000,239000,782000,163000,3201000,997000,14397000
AR,FRANKLIN,047,05,2012,2043000,71000,2405000,3481000,28672000,2172000,454000,6404000,150433000,92981000,1263000,4729000,4160000,729000,3431000,749000,2617000,1130000,732000,1289000,798000,3522000,1200000,26500000
AR,FULTON,049,05,2007,202000,17000,1053000,340000,6259000,535000,121000,2381000,23016000,6299000,1411000,1379000,1974000,541000,1433000,171000,797000,569000,95000,349000,54000,1957000,634000,5723000
AR,FULTON,049,05,2012,328000,5000,925000,542000,3830000,942000,265000,2535000,25555000,8648000,1832000,2019000,2210000,538000,1672000,474000,1227000,259000,NA,560000,255000,1732000,702000,2888000
AR,GARLAND,051,05,2007,22000,55000,550000,601000,935000,244000,65000,1317000,9950000,2782000,215000,621000,542000,66000,475000,114000,1157000,341000,16000,128000,795000,949000,420000,691000
AR,GARLAND,051,05,2012,923000,79000,1197000,646000,5008000,4283000,267000,1173000,25118000,9481000,220000,720000,927000,89000,838000,625000,2267000,896000,145000,430000,905000,847000,573000,725000
AR,GRANT,053,05,2007,23000,5000,2966000,257000,6666000,191000,78000,1111000,20102000,6955000,360000,648000,822000,97000,726000,31000,155000,NA,54000,53000,36000,760000,286000,6475000
AR,GRANT,053,05,2012,200000,NA,562000,305000,4619000,427000,84000,1105000,18927000,9135000,207000,806000,571000,103000,468000,NA,1278000,1214000,51000,96000,55000,604000,308000,4193000
AR,GREENE,055,05,2007,1041000,543000,3905000,2634000,820000,195000,10742000,8860000,88478000,2712000,14811000,13741000,5441000,3020000,2422000,298000,7027000,2341000,844000,4359000,10711000,8060000,1633000,625000
AR,GREENE,055,05,2012,1912000,735000,4748000,3956000,811000,450000,16155000,9892000,117191000,2976000,23106000,17721000,4564000,2262000,2302000,387000,8256000,3026000,288000,3473000,18887000,8119000,1385000,361000
AR,HEMPSTEAD,057,05,2007,319000,40000,12898000,3180000,33305000,2378000,480000,7469000,143010000,70964000,1269000,4314000,4271000,762000,3509000,562000,3360000,1154000,295000,1270000,218000,5083000,1476000,30928000
AR,HEMPSTEAD,057,05,2012,2679000,126000,11123000,3710000,34983000,3466000,717000,12518000,175392000,97593000,1164000,4077000,4749000,755000,3994000,974000,5183000,905000,494000,1831000,348000,4481000,1654000,31516000
AR,HOT SPRING,059,05,2007,64000,19000,805000,385000,3656000,405000,128000,2344000,15079000,4580000,542000,1096000,875000,100000,776000,108000,548000,339000,92000,182000,52000,1472000,567000,3252000
AR,HOT SPRING,059,05,2012,67000,NA,2022000,566000,4478000,3729000,116000,1621000,28359000,15181000,342000,889000,1070000,185000,886000,246000,968000,629000,171000,488000,NA,1201000,590000,749000
AR,HOWARD,061,05,2007,195000,406000,12558000,3490000,44208000,2152000,294000,6670000,153369000,72945000,899000,3836000,4427000,698000,3729000,765000,2442000,1839000,346000,1128000,58000,4475000,1245000,42056000
AR,HOWARD,061,05,2012,1629000,251000,4462000,3645000,39697000,4280000,505000,7599000,166835000,96945000,660000,2970000,3657000,573000,3084000,1041000,3813000,955000,577000,1326000,178000,4660000,1395000,35417000
AR,INDEPENDENCE,063,05,2007,450000,279000,6511000,2631000,26538000,1375000,2207000,5425000,94313000,27314000,4265000,5137000,3981000,1043000,2938000,395000,2684000,1496000,379000,1459000,2287000,6173000,2003000,25163000
AR,INDEPENDENCE,063,05,2012,1576000,122000,3055000,2362000,32894000,2037000,2825000,5974000,107655000,33813000,4736000,5555000,3974000,1003000,2972000,696000,3775000,1142000,367000,1786000,3586000,5569000,1332000,30857000
AR,IZARD,065,05,2007,98000,37000,2781000,620000,5594000,546000,227000,3019000,34411000,16492000,961000,1610000,1806000,270000,1537000,141000,1061000,758000,148000,407000,79000,1665000,833000,5048000
AR,IZARD,065,05,2012,545000,25000,1215000,917000,9194000,1145000,336000,3754000,47242000,23898000,1291000,2054000,1928000,387000,1540000,263000,1775000,1133000,369000,1048000,164000,1803000,787000,8049000
AR,JACKSON,067,05,2007,1717000,1671000,4069000,2919000,192000,93000,7884000,6793000,87946000,1979000,15818000,13985000,5050000,3053000,1996000,615000,6757000,1961000,298000,6822000,9196000,8191000,1082000,99000
AR,JACKSON,067,05,2012,3430000,3145000,5156000,5682000,298000,157000,18453000,8137000,138549000,2156000,22561000,20903000,4668000,2690000,1978000,1696000,9481000,3325000,276000,8435000,17520000,13687000,1280000,140000
AR,JEFFERSON,069,05,2007,1893000,2187000,5145000,2867000,2258000,84000,12163000,7872000,105245000,10360000,17162000,11587000,3675000,1655000,2020000,3016000,5966000,2180000,182000,8095000,10184000,7649000,1039000,2174000
AR,JEFFERSON,069,05,2012,3108000,3281000,5916000,4661000,2415000,430000,18735000,11495000,142128000,11127000,22703000,15921000,4571000,2360000,2211000,744000,8991000,3681000,807000,11537000,18010000,8978000,1430000,1985000
AR,JOHNSON,071,05,2007,128000,13000,7942000,2301000,25575000,602000,292000,5469000,111681000,60562000,846000,3466000,3970000,499000,3471000,238000,2116000,508000,346000,660000,223000,2576000,771000,24974000
AR,JOHNSON,071,05,2012,1824000,54000,2179000,2010000,29764000,1370000,584000,5150000,130575000,79135000,1219000,3192000,2558000,278000,2280000,426000,2309000,559000,339000,1122000,483000,2885000,831000,28394000
